url,availibility,description,price,acres,APN,coords,taxes,images
https://www.landwatch.com/valencia-county-new-mexico-recreational-property-for-sale/pid/414501116,Available,"Looking for the best family vacation getaway, adventure or retirement home in Los Lunas? Explore outdoor activities, through the nature areas that are perfect for outdoor enthusiasts at any skill level.
Affordable 0.25 acres secluded lot in Los Lunas. An ideal place for RV, camping or investment property. Enjoy nature and relax in the great outdoors while being close to town. The area offers many recreational activities and is within a short drive to the Rocky Mountains to explore. 

The area is level with native grasses. There are stunning views in every direction. Enjoy an incredible variety of outdoor activities nearby such as mountain bike riding, hiking, camping, canoeing, snow skiing, ATV riding, sightseeing, and just relaxing.

This property is located off the Manzano Expressway. You will be a few miles from the Rio Communities Development Area where there are shopping centers, bu...This property is located off the Manzano Expressway. You will be a few miles from the Rio Communities Development Area where there are shopping centers, businesses, churches, schools, a senior center, and many homes. You will be only a few miles from the Tierra Del Sol Country Club and Golf Course.

The clock is ticking on freedom in wide-open spaces! Sweet seclusion is literally right at your fingertips- message me now for more info!

PROPERTY INFO
Parcel number: 1-012-031-335-350-000080
 County: Valencia, NM
 Acres: 0.25
 GPS Coordinates: 
34.704422, -106.683408 -CENTER
34.704609 -106.683545 - NW
34.704427 -106.683151 - NE
34.704206 -106.683332 - SE
34.704444 -106.683682 - SW
 Taxes: $8.96
PRICING
 Only $49 down, $49/mo for 32 months, $100 doc fee
 Or cash for $1,199 $100 doc fee",1199,0.25,N/A,"34.704422000000001, -106.683408000000000",8,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4106714774,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4080692923,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4080692928,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4080692926,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4080692927,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4080692929"
https://www.landwatch.com/decatur-county-tennessee-recreational-property-for-sale/pid/415053163,Available,"Check out this 2.6 acre wooded hardwood hollow, with paved road frontage, a stream, electric at the road, and a small amount of level area.   This would make a cozy spot for a cabin or tiny home.",15700,2.6,N/A,"35.513781472626000, -88.222339794529006",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4102376038,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4102376040,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4102376043,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4102376046,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4102376049,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4102376052"
https://www.landwatch.com/monroe-county-pennsylvania-undeveloped-land-for-sale/pid/415458153,Available,"Corner Lot of 0.38 acres in the gated, amenity-filled community of Arrowhead Lake. Land has completed survey, wetland study and perk test. Lot is ready to go. Walking Distance to Lake! Close to back gate of community. Use your own builder or we can help you find one!Arrowhead Lake is a gated community with security, 3 heated swimming pools, 2 lakes for fishing/swimming and boating, tennis courts and bocce ball. Many of these activities have occurred over the years including bonfires, carnival, Zumba, water aerobics, swim team, potluck dinners/breakfast and summer camp.

Copyright  2022 Bright MLS. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",18000,0.38,N/A,"41.166874000000000, -75.567908000000003",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117852467,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117852472,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117852479,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117852484,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117852489,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117852495,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117852499,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117852503"
https://www.landwatch.com/apache-county-arizona-recreational-property-for-sale/pid/415372679,Available,"Piece for Peace: County-maintained Roads lead to your Personal Paradise!

Apache County sits in north eastern Arizona. If you are not familiar with this part of Arizona, it is definitely different from the high heat of Phoenix and Tucson. It even gets some snow in the winter time! Some of the land has trees. Being away from the big city there is a lot of open land and the price is right!

Apache County is also known for having some of the fewest restrictions of any county in Arizona. Unlike some other places, there are no specific regulations for camping. If you are going to be on your land for more than 30 days, however, the sanitation department will want to make sure you have a septic system. Most of the land in the county is generally zoned as agricultural which gives you lots of options on what to do with the land.

Many lots in Apache county do not have utilities. Some people find ...Many lots in Apache county do not have utilities. Some people find that solar is a good option. Water is often hauled in or delivered. Property taxes are low, although part of that is because the county only maintains certain roads. There are other roads, called N roads that are not maintained. Some of them are better than others. You may need an all-wheel drive vehicle to get to some places and it may also depend on the weather.

One attraction to check out is the beautiful Petrified Forest National Park. There are also several National Forests that are not too far away: Apache-Sitgraves, Coconino, Prescott, Kaibab, and Gila National Forests. 

This particular property is 1.83 acres and is not far from the small town of Sanders. It is accessible via Interstate 40, US Highway 191 and county roads!

Contact me for link to see this property on Google Earth or Google Maps

Estimated annual taxes (subject to change): $6.32

Price: $149 down (+$199 document fee);  $149 + prorated property taxes + $10 note fee per month for 66 months

Cash Price: Open to cash offers

GPS Coordinates (approximate):
center        35.140651        -109.390144        
NW        35.140974        -109.390649        
SW        35.140322        -109.390654        
NE        35.140983        -109.389656        
SE        35.140311        -109.389661          

APN: 207-05-103

Credit check: We do not do credit checks

Guarantee: We stand behind our land. 90-Day Money Back Guarantee. If you are not satisfied for any reason, we will refund your money (less documentation/note fees and taxes) or exchange it for another piece of land during the first 90 calendar days after purchase.",9983,1.74,207-05-103,"35.140650999999998, -109.390144000000006",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4114404144,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4114404152,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4114404153,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4114404155,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4114404154"
https://www.landwatch.com/sevier-county-tennessee-undeveloped-land-for-sale/pid/413791781,Available,"Shagbark is a private gated community of nearly 1,300 acres of the Smoky Mountains between Pigeon Forge and Wears Valley. Property is convenient to Pigeon Forge, Gatlinburg, and Townsend. Homes built here can be permanent residences or vacation rental properties. A well and septic system will be required. This area boasts an abundance of wildlife and is frequently visited by deer, turkey, and black bears. Property Owners Association provides a swimming pool, club house, playground for kids, and dog park for four legged family members. Owner financing is available, call any agent today for details, additional information, or to schedule a showing.

Copyright  2022 Great Smoky Mountains Association of Realtors. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",15900,0.5,N/A,"35.758169812698299, -83.654050544320398",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661650,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661652,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661654,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661656,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661658,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661660,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661663,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661665,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661667,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661671,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661674,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661678,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661682,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4051661687"
https://www.landwatch.com/kings-county-california-undeveloped-land-for-sale/pid/415493543,Available,"This 0.97 acres vacant land is located in Kettleman City over looking the beautiful mountains. This vacant land can be used for various agricultural and grazing uses. Land is located near major highways. Water, Property is not located within any irrigation districts or part of any GSA. Seller Retains Mineral Rights.

Copyright  2022 Tulare County MLS. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",7500,0.97,N/A,"35.856340000000003, -119.760187999999999",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119161344,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119161351,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119161359,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119161365,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119161374,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119442215,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119450354"
https://www.landwatch.com/cochise-county-arizona-undeveloped-land-for-sale/pid/414564300,Available,"This illustrious property is located south of Bowie, AZ in the County of Cochise. There are 360 degrees of aw-inspiring views and beautiful desert landscapes. From this parcel you are only 5.8 miles from the Dos Cabezas Mountains and 9 miles from the Fort Bowie Historical Site. If you enjoy the outdoors, hiking, hunting, trail riding and exploring then this property is exactly what you're looking for. With legal and paved access off of Apache Pass and Soaptree Road this buildable site is an amazing find. Fiber optic high speed internet is just across Apache Pass Road. This parcel will have an easement across Apache Pass to provide access to State Land.

Copyright  2022 Multiple Listing Service of Southern Arizona. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",15000,5.58,N/A,"32.266668000000003, -109.463892000000001",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4091788343,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4091788347,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4091827959,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236334,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236335,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236336,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236337,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236338,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236339,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236340,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236341,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236342,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236343,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236344,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236346,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236348,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236351,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4083236355"
https://www.landwatch.com/escambia-county-alabama-undeveloped-land-for-sale/pid/415153925,Available,"Perfect lot for your dream home!  If you are looking for property with mature trees within the city limits of Atmore, look no further. These tall trees provide both beauty and shade for almost anytime of the day. The lot's layout allows for many possibilities for you to consider and discuss with your home builder of choice. Don't forget the landscaping projects because there's plenty of room for you to add your special touches. Who knows, you may even envision having a circle drive to welcome guests upon arrival. Utilities are available at the street for easy access when ready. Make your plans to see it today!   All lot dimensions are estimates only. Buyer is responsible for verification.

Copyright  2022 Baldwin County Association of Realtors. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently ve...Copyright  2022 Baldwin County Association of Realtors. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",16500,0.5,N/A,"31.018813000000002, -87.489147000000003",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4106218653,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4106218656,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4106218659,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4106218662,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4106218663,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4106218665,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4106218668,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4106218671,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4106218677"
https://www.landwatch.com/adams-county-pennsylvania-undeveloped-land-for-sale/pid/415498698,Available,"Wooded and Level 0.52 Acre Parcel for Sale in Liberty Township!  Lot has no perc testing history on record with Liberty Twp.   At Buyer's expense, Buyer may perform testing with a ratified contract.  Well is required.  Camping is permitted in accordance with local ordinance.  Lot is conveniently located on the back side of Liberty Mountain, not far from skiing, golfing, wineries, historic Gettysburg, state and national parks as well as the MD state line.  No hills to drive to get to this location.   Call for details!

Copyright  2022 Bright MLS. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",7500,0.52,N/A,"39.761679999999998, -77.353920000000002",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119517195,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119517204,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119517210,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119517212,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119517219,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119517231,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119517238,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119517242,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119517251,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119517261,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119532151"
https://www.landwatch.com/el-paso-county-texas-commercial-property-for-sale/pid/415477020,Available,Copyright  2022 Greater El Paso Association of Realtors. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.,21,1,N/A,"31.800818000000000, -106.267394999999993",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118596731,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118596733,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118596734,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118596736,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118596738,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118596740"
https://www.landwatch.com/king-george-county-virginia-undeveloped-land-for-sale/pid/409500982,Available,"Land being sold for hunting or camping purposes due to current perc showing land does not perc ( verify with county for possible uses). Close to Dahlgren, Fairview Beach and Maryland. Use Little Ark Baptist Church as a point of reference (15681 Owens Dr, King George VA 22485). Park in back and walk along the path of the old railraod. Property is to the right and trees marked with orange ribbons . 4 corners are marked.

Copyright  2022 Bright MLS. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",15000,4.18,N/A,"38.357050620000003, -77.079515830000005",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4023810395,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4023810412,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4023810427"
https://www.landwatch.com/apache-county-arizona-recreational-property-for-sale/pid/412876922,Available,"Have you ever thought about buying raw land in Apache County Arizona? If you're the outdoorsy type, then this might be the perfect opportunity for you! With RV camping on the rise, now is the time to invest in some property and enjoy all that nature has to offer. And with prices so affordable, there's no reason not to! So if you're interested in buying raw land in Apache County Arizona, this is the right piece of land for you. You won't regret it!

The wide-open land and breathtaking views make it a great place for camping, RVing, or ATV riding. If you're looking to get away from the hustle of city life with your family and friends, you can secure this property today!

Reserve now before someone else beats you to it!

SUBDIVISION: PETRIFIED FOREST ESTATES UNIT 2

STREET ADDRESS: Unnamed Road, Holbrook, AZ 886025

CITY: HOLBROOK

STATE: AZ

COUNTY: Apache County

ZIP: 86025

SIZE: 1.09 ac...SIZE: 1.09 acres

APN: 211-25-086

LEGAL DESCRIPTION: PETRIFIED FOREST ESTATES UNIT 2 Lot: 86 AMENDED Section: 5 Township: 18N Range: 24E

GOOGLE MAPS: goo.gl/maps/zka45UYWKWCX6PBAA

LAT/LONG COORDINATES:

NW: 34.994117, -109.823953

NE: 34.994111, -109.823419

SE: 34.993308, -109.823408

SW: 34.993314, -109.823942

ELEVATION: Low: 5399 ft. / High: 5406 ft.

ANNUAL TAXES: Approx. $5 per year

ZONING: General Agricultural  No time limit to build. No restrictions on dwelling size. You can build anything for residential purposes such as Single Family, Mobile or Manufactured home.Camping & RVs are okay as well.

HOA/POA: None

IMPROVEMENTS: None

ACCESS: Property can be accessed via a dirt road.

SEWER: Would be by Septic

WATER: Would be a well, water haul and holding tank or other similar option

UTILITIES: Power can be by solar, wind or generator, Phone by cellular, satellite TV/Internet/Phone. Electrical lines would need to be ran.

Terms:
$99/month for 48 months",3499,1.09,211-25-086,"34.993785000000003, -109.824839999999995",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4009552743,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4009552758,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4009552760,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4009552765,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4009552764,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4009552762,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4009552763,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4009552769,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4009552771"
https://www.landwatch.com/san-diego-county-california-commercial-property-for-sale/pid/415493747,Available,"This historic corner lot building for lease features a great room with high ceilings and windows that allow in natural light. This room is entered from the streets front door with an office, large storage/work room, an arched gallery hallway that leads to a bathroom, shower room, and full size kitchen. This high traffic commercial space is perfect for office or retail with its general commercial zoning. Located on the busy Main Street Ramona corridor (Also known as SR-67 is classified as a State Highway on the current County of San Diego), which provides access to San Diegos back country towns and desert recreation such as Santa Ysabel, Julian & Ocotillo. The rear of the building has access to the rear off street parking lot. This space is great for a general office, facility for assemblies or possibly a restaurant or wine tasting establishment.

Copyright  2022 San Diego County SPN. All...Copyright  2022 San Diego County SPN. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",2800,0.37,N/A,"33.044682000000002, -116.864205999999996",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170206,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170207,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170208,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170209,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170210,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170212,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170213,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170214,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170215,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170216,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170217,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170218,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170219,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170221,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170223,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170225,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170227,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170229,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170231,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170234,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170237,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170239,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170241,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170243,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170245,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170247,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170250,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170253,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170256,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170259,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170262,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170265,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170268,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170270,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119170273"
https://www.landwatch.com/mcintosh-county-georgia-undeveloped-land-for-sale/pid/413966174,Available,"0.76-Acre in Shellman Bluff - Easy Living in this Coastal GA Community. Not ready to build? Purchase the property to use the amenities. Save Thousands off market value! Cash price $16,500. Financing available at sales price of $19,990.00 with a down payment of $4000.00 plus closing costs.
Moving to Georgia? Check out this gorgeous 0.76-acre property in McIntosh County. Located along the coast of Georgia's Golden Isles. This gorgeous lot is nestled in a prime location in Coopers Point, City of Townsend off Lt 520 Road 3 in Shellman Bluff. Enjoy golf courses and lots of water activities here. Coopers Point is a marsh front community located near the Georgia Coast approximately 9 miles east of the I-95 Eulonia Exit (Exit 58) and approximately 8 miles east of the I-95 South Newport Exit (Exit 67).  It is approximately 49 miles from Savannah and 37 miles from Brunswick.

Activities  in our ar...Activities  in our area include golfing, boating, sailing, fishing, hunting, hiking, birding, bicycling, horseback riding, kayaking, beach-combing, shopping, dining, sightseeing, and the area is a favorite for history buffs.  The county has several marinas, four within a mile or two of Coopers Point. Private, pristine beaches are accessible by boat in McIntosh County, and the beaches of St. Simons and Jekyll Island are easy day trips. Sapelo Hammock Golf Club adjoins our property. Coopers Point has  250 feet of dock space on deep water. Our community dock is on the White Chimney River and is for use by Coopers Point  Property Owners. Deer and waterfowl abound in the region.  Hunting season for deer is October to January, although the season may change from year to year, so check with local authorities. Some of the nearby islands are in the hands of private owners or the Federal government and bow hunting may be available on a permit basis. 
Coopers Point is served by the Coastal Electric Membership Cooperative and The Darien Telephone Company, which provides telephone, hi speed internet and cable TV service.  Homes have septic tanks and water is provided by the community water system supported by Water Utility Management.


Coopers Point Amenities.

-Gated Residential Community

-Deep Water Access

-Miles of Tidal Creeks Ideal for Fishing, Kayaking and Canoeing

-Full Service Medical Clinic one half mile away

-Golf at Adjoining Sapelo Hammock Golf Club

-Spectacular Hundred Year Old Live Oaks

Shellman Bluff is a peaceful, picturesque fish camp village that retains its distinctive charm. Quaint, screened fishing cottages sit back among oaks festooned with Spanish moss. All the dirt roads of the quiet village seem to lead inevitably to the high bluff that overlooks the Broro and Julienton rivers. Winding along the edge of the high bluff is another sandy road that offers one of the best coastal views in Georgia. In the morning, the sun rises from behind Harris Neck, lighting the green marsh and dappling the tidal rivers while birds roost in distant hammock islands.

Weeping Live Oaks dot the lush landscape, teeming with nature and wetlands and framing broad vistas of marsh and water. Whitetail deer and fox raise their heads from the brush while osprey, wood storks, egrets and great blue herons drop from the sky into the marsh.

Some of the best fishing on the Atlantic Coast is close by on Sapelo Sound, calling you from the deep water dock and boardwalk at the White Chimney River.  A short boat trip yields the Intracoastal Waterway and the broad, pristine beaches of the Golden Isles of Georgia.

What are you waiting for? Call us now to learn more about this offer! 

Property Details:

Parcel #: 0072f-0520  
Property address: LT 520 ROAD 3, TOWNSEND, GA, 31331
County: McIntosh County
State: Georgia
Parcel Size: 0.76 acres
Legal Description: LT 520 COOPERS PT S/D PH 5 PC1/ 214 C-E
Land Use: RESIDENTIAL (NEC)
Property Type: SINGLE FAMILY RESIDENCE
GPS Center Coordinates: 31.564300, -81.339900
GPS Coordinates (Corners): 
31.563824, -81.339983
31.564012, -81.339605
31.564644, -81.339753
31.564574, -81.340160
Tax Amount: $112.66
HOA Fee: $575.00 yearly

Buyer to verify and perform their own due diligence regarding the feasibility of their plans. Buyer is responsible for verifying all information with the County as to what can and cant be done with the property. Buyer will need to work with the County to obtain the proper permits if needed. Buyer will also need to confirm the availability of any utilities needed or serviced on the property. Seller makes no warranties or representations about the land, its condition, or what can be built on the property. Prospective buyers to contact the McIntosh Building Dept or specific utility providers for answers to their specific building needs.",16500,0.76,N/A,"31.564235000000000, -81.339884999999995",112,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221727,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221919,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221791,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221795,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221796,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221797,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221798,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221915,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221918,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221916,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058221917,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058222007,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4058222008"
https://www.landwatch.com/sullivan-county-tennessee-undeveloped-land-for-sale/pid/415006933,Available,Check out this lot.,19000,0.99,N/A,"36.588940119999997, -82.499844479999993",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635049,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635052,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635047,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635051,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635053,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635045,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635043,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635042,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635046,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635050,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635048,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100635044"
https://www.landwatch.com/iron-county-utah-undeveloped-land-for-sale/pid/415440998,Available,"This lot is only 15 minutes away from Escalante Valley Elementary and 20 minutes from New Castle. There is no water or utilities on the lot. There are amazing views from every direction of this lot.*The listing Broker's offer of compensation is made to the participants of the MLS where the listing is filed.

Copyright  2022 Washington County Board of Realtors. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",3000,0.34,N/A,"37.881950000000003, -113.666009000000003",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117212795,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117212799,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117212804,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117212808,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117212813"
https://www.landwatch.com/davidson-county-north-carolina-undeveloped-land-for-sale/pid/415440773,Available,"Great Opportunity to invest in Land! Buyer responsible for all due diligence. Lot size can not be guaranteed GIS# 6703-03-13-4805 NCDOT# 135678. This is an Auction. Buyer premium is the greater of 10% or $350 in addition to purchase price. Please let it be known that the NCDOT can unilaterally back out of the sale of the property at any time up until the deed has been recorded.

Copyright  2022 Triangle MLS, Inc. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",3700,0.18,N/A,"35.759323999999999, -80.342922999999999",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117207553,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117207558,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117207563,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117207565"
